timestamp,min_cpu,max_cpu,avg_cpu
0,6.224136587143038,18.79277473215161,9.644227912798126
300,6.220531594183086,18.86354420253143,9.631055712961617
600,6.291255590459389,19.06332898764876,9.796296957102681
900,6.242668279085747,18.495531895532796,9.552753950648043
1200,6.216475814173224,18.703971840359706,9.55995975692251
1500,6.291803458082485,19.46953395200401,9.932939358844273
1800,6.293078981744342,18.820240424868516,9.651431168399327
2100,6.227650168644524,18.716043352680522,9.590882241827211
2400,6.305664157680329,19.085189410343997,9.78334254215521
2700,6.399815376563151,19.321877818236697,9.94393427683566
3000,6.355254511647653,18.841947518760172,9.763780383957585
3300,6.429164041114297,19.015445451482307,9.835168393809886
3600,6.335989887590257,18.926718867405373,9.729636158638732
3900,6.39822055437498,19.172023386054803,9.894693743484996
4200,6.391173246712646,19.251367158359816,9.878339786578563
4500,6.400399183595418,18.81311270716667,9.774494312217621
4800,6.294539274320368,18.716244751493246,9.625579051131657
5100,6.368977832813183,19.56235988997792,9.889148799406922
5400,6.288990323979154,19.111706326711737,9.782872964874544
5700,6.235136903973377,18.995015438747814,9.660858337902443
6000,6.268090248634561,19.16381229577184,9.71788872829659
6300,6.12810542514047,18.730621691561723,9.485561651169931
6600,6.302633221907352,18.84466927676253,9.706237196175795
6900,6.329008985939377,18.973464596021724,9.752003309359937
7200,6.249202017961898,19.080062325679,9.681072833235145
7500,6.247036111267699,19.198747414773678,9.73877344809603
7800,6.276852391961576,19.09638847658777,9.70767025643846
8100,6.179769460428075,18.97535789160574,9.632825663924649
8400,6.12625575391761,18.659645004672605,9.489980079209735
8700,6.2313001082620145,19.57446534366886,9.856845011680946
9000,6.195474923942305,18.86752732280949,9.597100356506008
9300,6.171657925056835,18.706491391838608,9.54199337637927
9600,6.197186148324495,18.879286050727043,9.570312936701601
9900,6.216603160989688,18.892789665621297,9.627596711117311
10200,6.243802132490291,18.74279258410658,9.598588550676077
10500,6.237863066937393,18.93574235933238,9.690875165633157
10800,6.158973916654368,18.78879209856794,9.565790552239939
11100,6.180712025430672,18.873777816084864,9.555554796736216
11400,6.2104911766774515,18.857705642629647,9.603872760451683
11700,6.149874272479241,18.931485312355687,9.549252582201241
12000,6.083011817193255,18.701015354042717,9.467530316939705
12300,6.226811110108367,19.22458945342967,9.771762482266585
12600,6.145948727800546,18.620972284782766,9.513360933695777
12900,6.130280636146709,18.488379533392035,9.434873664688393
13200,6.19788136467885,19.1049109474149,9.697515067982092
13500,6.214977594679285,19.136328101354856,9.673587320950531
13800,6.147054311410855,18.71813398442954,9.556595407682293
14100,6.19290962893703,18.81266658883362,9.617625487297888
14400,6.112275985242908,18.82434389233198,9.478002868575214
14700,6.150590996049668,18.810685280777072,9.564227019772273
15000,6.24763279548788,18.762560814860336,9.636750169721212
15300,6.169503504989131,18.619951386357563,9.485597014175742
15600,6.119917203903079,18.39578955182181,9.420212374227972
15900,6.285657968471842,19.409044797486608,9.863227512487752
16200,6.317134101807947,19.41849411990163,9.842852810276183
16500,6.253237815976755,20.592248964684728,10.153583007656406
16800,6.214605630467114,20.5168784388495,10.042528786986896
17100,6.220045485185905,19.967553496539203,9.938339765288088
17400,6.251448125315916,20.24180498002539,9.991104070404056
17700,6.25954048312221,19.92151296382507,9.98278140069481
18000,6.214068290404881,19.582592254049736,9.780169990196196
18300,6.224165009768475,20.11867042603478,9.993033216359304
18600,6.20841990101129,20.13802770202419,9.939432196932156
18900,6.148152634347104,19.995090263747183,9.904993958742226
19200,6.151488465260194,19.188531583657532,9.649660825350212
19500,6.1941076750016695,19.815794887245474,9.920878204222356
19800,6.167176705400253,19.421936129729943,9.728611595041027
20100,6.1561516335840505,19.332017527826647,9.714267847694654
20400,6.2488311837480985,19.62355137405293,9.922573750593262
20700,6.179243060628667,19.192956227267626,9.730013183462738
21000,6.186037748123345,18.880921385732428,9.6584134311123
21300,6.224298168046745,19.07742422421725,9.762730608895026
21600,6.153070640810524,19.237080065562456,9.703790332574325
21900,6.076601609503473,19.107342193525895,9.582318168206934
22200,5.997738866964023,18.95661348426774,9.449299150786462
22500,5.969928858639138,18.61009926712569,9.35113942343676
22800,5.968883171903772,18.313789130951058,9.271032416556569
23100,6.12926831499515,19.123679609754216,9.64533855507115
23400,6.076953811437783,18.42047734352438,9.346964568059768
23700,6.071255689077908,18.360515815896328,9.378138978197974
24000,6.11366662382843,18.692976019288015,9.510103559058624
24300,6.155754612843314,18.69389010275661,9.520395299629595
24600,6.136423538604856,18.350917643330714,9.429745246047249
24900,6.121034129198478,18.666669810689115,9.515195076105492
25200,6.059265086700817,18.491521252873504,9.384531236210556
